"","taxonomy"
"OTU708","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__CCU21; f__; g__; s__"
"OTU17630","k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__; f__; g__; s__"
"OTU15836","k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__"
"OTU16215","k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__"
"OTU16216","k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__"
"OTU16217","k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__"
"OTU16210","k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__envOPS12; f__; g__; s__"
"OTU16211","k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__; s__"
"OTU12227","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae; g__Streptomyces; s__radiopugnans"
"OTU16213","k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Caldilineales; f__Caldilineaceae; g__; s__"
"OTU12229","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__"
"OTU12228","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__; s__"
"OTU18978","k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__"
"OTU7125","k__Bacteria; p__Planctomycetes; c__vadinHA49; o__DH61; f__; g__; s__"
"OTU12045","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__"
"OTU2116","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__; s__"
"OTU6146","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria"
"OTU14105","k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Thermoactinomycetaceae; g__; s__"
"OTU6144","k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__"
"OTU2444","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__; s__"
"OTU6142","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"
"OTU6143","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"
"OTU6140","k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__; g__; s__"
"OTU16941","k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales"
"OTU19914","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria"
"OTU2443","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacterineae; g__; s__"
"OTU13296","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__"
"OTU16942","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__OM27; g__; s__"
"OTU6148","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Aquicella; s__"
"OTU7122","k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__"
"OTU12026","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__"
"OTU8467","k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__R4-41B; g__; s__"
"OTU16943","k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__"
"OTU2441","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__RB40; g__; s__"
"OTU8466","k__Bacteria; p__Acidobacteria; c__AT-s54; o__; f__; g__; s__"
"OTU16236","k__Bacteria; p__SR1; c__; o__; f__; g__; s__"
"OTU2440","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__CCU21; f__; g__; s__"
"OTU8465","k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__"
"OTU16945","k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__"
"OTU4486","k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__"
"OTU8464","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"OTU16946","k__Bacteria; p__TM7; c__MJK10; o__; f__; g__; s__"
"OTU8463","k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin517; g__; s__"
"OTU16235","k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__oc28; g__; s__"
"OTU20369","k__Bacteria; p__OP11; c__OP11-4; o__; f__; g__; s__"
"OTU8462","k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__"
"OTU20273","k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae"
"OTU20272","k__Bacteria; p__OP11; c__OP11-3; o__; f__; g__; s__"
"OTU20271","k__Bacteria; p__OP11; c__OP11-3; o__; f__; g__; s__"
"OTU20270","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria; g__; s__"
"OTU20277","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria; g__; s__"
"OTU20276","k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae; g__Asteroleplasma; s__"
"OTU5892","k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__; f__; g__; s__"
"OTU20274","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria; g__; s__"
"OTU20279","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria; g__; s__"
"OTU8460","k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__"
"OTU17549","k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__"
"OTU12611","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__"
"OTU8870","k__Bacteria; p__Planctomycetes; c__C6; o__d113; f__; g__; s__"
"OTU8871","k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__"
"OTU8872","k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae; g__Asteroleplasma; s__"
"OTU13243","k__Bacteria; p__Actinobacteria; c__Actinobacteria"
"OTU8874","k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__; f__; g__; s__"
"OTU8875","k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__"
"OTU8876","k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__"
"OTU13247","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae"
"OTU8878","k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__"
"OTU8879","k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__"
"OTU2867","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__"
"OTU2448","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__"
"OTU10699","k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__"
"OTU17018","k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__"
"OTU875","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__CCU21; f__; g__; s__"
"OTU874","k__Bacteria; p__Verrucomicrobia; c__[Methylacidiphilae]; o__Methylacidiphilales; f__; g__; s__"
"OTU877","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__"
"OTU876","k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Alicyclobacillaceae; g__Alicyclobacillus; s__"
"OTU871","k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Virgibacillus; s__"
"OTU870","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__"
"OTU873","k__Bacteria; p__Acidobacteria; c__AT-s54; o__; f__; g__; s__"
"OTU872","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__FAC87; f__; g__; s__"
"OTU14100","k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"
"OTU879","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__"
"OTU878","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__"
"OTU4488","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae"
"OTU10915","k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__"
"OTU10914","k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__"
"OTU10917","k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__; g__; s__"
"OTU10916","k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__"
"OTU10911","k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__IIb; f__; g__; s__"
"OTU10910","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Actinomycetospora; s__"
"OTU10913","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__"
"OTU10912","k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__"
"OTU12763","k__Bacteria; p__Proteobacteria; c__TA18; o__CV90; f__; g__; s__"
"OTU8468","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"OTU4375","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"
"OTU10918","k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__; f__; g__; s__"
"OTU15470","k__Bacteria; p__TM7; c__; o__; f__; g__; s__"
"OTU20417","k__Bacteria"
"OTU20416","k__Bacteria; p__OP11"
"OTU20415","k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__oc28; g__; s__"
"OTU17016","k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__; f__; g__; s__"
"OTU20413","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales"
"OTU19110","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae; g__; s__"
"OTU14082","k__Bacteria"
"OTU20410","k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae; g__Asteroleplasma; s__"
"OTU14101","k__Bacteria; p__Proteobacteria; c__TA18; o__PHOS-HD29; f__; g__; s__"
"OTU19111","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__"
"OTU20419","k__Bacteria; p__OP11"
"OTU20418","k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae; g__Asteroleplasma; s__"
"OTU13796","k__Bacteria; p__WS6; c__B142; o__; f__; g__; s__"
"OTU13065","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__"
"OTU5787","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Variovorax; s__"
"OTU13795","k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Stramenopiles; f__; g__; s__"
"OTU13792","k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__MLE1-12; f__; g__; s__"
"OTU17032","k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__EB1017; g__; s__"
"OTU13062","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae"
"OTU13063","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Propionibacteriaceae; g__Microlunatus; s__"
"OTU4764","k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Patulibacteraceae; g__; s__"
"OTU18507","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__"
"OTU4374","k__Bacteria; p__TM6; c__SBRH58; o__; f__; g__; s__"
"OTU13045","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae; g__Rhodococcus; s__"
"OTU13068","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__"
"OTU13069","k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__0319-7L14; f__; g__; s__"
"OTU13798","k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__AKYG1722; f__; g__; s__"
"OTU13799","k__Bacteria; p__Proteobacteria; c__TA18; o__PHOS-HD29; f__; g__; s__"
"OTU1495","k__Bacteria; p__Acidobacteria; c__AT-s54; o__; f__; g__; s__"
"OTU1494","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__"
"OTU1497","k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Luteolibacter; s__"
"OTU1496","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__"
"OTU1491","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__Syntrophobacter; s__"
"OTU1490","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__FAC87; f__; g__; s__"
"OTU1493","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Sporomusa; s__"
"OTU1492","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__NB1-j; f__MND4; g__; s__"
"OTU19283","k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__"
"OTU14476","k__Bacteria; p__OP11; c__WCHB1-64; o__d153; f__; g__; s__"
"OTU1499","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__"
"OTU1498","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__"
"OTU553","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__"
"OTU7637","k__Bacteria; p__Planctomycetes; c__vadinHA49; o__DH61; f__; g__; s__"
"OTU7636","k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__"
"OTU9475","k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae; g__; s__"
"OTU9474","k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae; g__; s__"
"OTU7633","k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales"
"OTU7632","k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__"
"OTU7631","k__Bacteria; p__Verrucomicrobia; c__[Methylacidiphilae]; o__S-BQ2-57; f__; g__; s__"
"OTU6641","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__"
"OTU19119","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Inquilinus; s__"
"OTU9479","k__Bacteria; p__BRC1; c__PRR-11; o__; f__; g__; s__"
"OTU7638","k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__"
"OTU321","k__Bacteria; p__; c__; o__; f__; g__; s__"
"OTU952","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"OTU14080","k__Bacteria; p__WS6; c__B142; o__; f__; g__; s__"
"OTU6570","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"
"OTU2675","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__Syntrophobacter; s__"
"OTU12127","k__Bacteria; p__Acidobacteria; c__Acidobacteria-5; o__; f__; g__; s__"
"OTU10401","k__Bacteria; p__Elusimicrobia"
"OTU15709","k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__EB1017; g__; s__"
"OTU14002","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__"
"OTU5161","k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__"
"OTU4937","k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__"
"OTU5163","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae"
"OTU951","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__"
"OTU5165","k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Rhabdochlamydiaceae; g__Candidatus Rhabdochlamydia; s__"
"OTU5164","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"OTU5167","k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__"
"OTU5166","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Rubrivivax; s__"
"OTU5169","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Ellin6067; f__; g__; s__"
"OTU956","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"OTU5765","k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__"
"OTU957","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__"
"OTU16903","k__Bacteria"
"OTU12432","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__"
"OTU7917","k__Bacteria; p__Verrucomicrobia; c__[Methylacidiphilae]; o__S-BQ2-57; f__; g__; s__"
"OTU13224","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__"
"OTU771","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"OTU16752","k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__"
"OTU2866","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__"
"OTU20367","k__Bacteria; p__OP11; c__OP11-3; o__; f__; g__; s__"
"OTU4788","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Gallionellales; f__Gallionellaceae; g__Gallionella; s__"
"OTU4789","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__"
"OTU3098","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__"
"OTU4782","k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae"
"OTU4783","k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae"
"OTU4780","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__; g__; s__"
"OTU4781","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"
"OTU4786","k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Candidatus Xiphinematobacter; s__"
"OTU958","k__Bacteria; p__Gemmatimonadetes; c__Gemm-5; o__; f__; g__; s__"
"OTU4784","k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae; g__; s__"
"OTU4785","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"
"OTU4236","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"
"OTU15700","k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__A31; f__S47; g__; s__"
"OTU8698","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"OTU8699","k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__"
"OTU17498","k__Bacteria; p__OP11; c__WCHB1-64; o__d153; f__; g__; s__"
"OTU8694","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Aquicella; s__"
"OTU8695","k__Bacteria"
"OTU8696","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__"
"OTU8697","k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__"
"OTU20467","k__Archaea; p__Euryarchaeota; c__DSEG; o__ArcA07; f__; g__; s__"
"OTU8691","k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__"
"OTU8692","k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin517; g__; s__"
"OTU19602","k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__"
"OTU18503","k__Bacteria; p__OD1; c__; o__; f__; g__; s__"
"OTU15705","k__Bacteria; p__WS2; c__SHA-109; o__; f__; g__; s__"
"OTU779","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bacteriovoracaceae; g__; s__"
"OTU4237","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"
"OTU10267","k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Spirosoma; s__"
"OTU10266","k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__"
"OTU10265","k__Bacteria"
"OTU10264","k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae; g__; s__"
"OTU10263","k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__; g__; s__"
"OTU10262","k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__"
"OTU10261","k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
"OTU10260","k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__"
"OTU1971","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__"
"OTU10269","k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__"
"OTU10268","k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
"OTU7556","k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__"
"OTU8155","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"OTU11798","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__"
"OTU11799","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Catellatospora; s__"
"OTU11794","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__"
"OTU11795","k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__"
"OTU11796","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Pseudonocardia; s__"
"OTU11797","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__"
"OTU11790","k__Bacteria"
"OTU11791","k__Bacteria; p__OP11; c__WCHB1-64; o__d153; f__; g__; s__"
"OTU11792","k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__; s__"
"OTU11793","k__Bacteria"
"OTU14560","k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"
"OTU14561","k__Bacteria"
"OTU14562","k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"
"OTU14563","k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Candidatus Xiphinematobacter; s__"
"OTU14564","k__Bacteria; p__Proteobacteria; c__TA18; o__PHOS-HD29; f__; g__; s__"
"OTU14565","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__"
"OTU14566","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ethanoligenens; s__"
"OTU14567","k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__"
"OTU14568","k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__AKYG1722; f__; g__; s__"
"OTU1473","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__FAC87; f__; g__; s__"
"OTU10691","k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__"
"OTU17494","k__Bacteria; p__GN02"
"OTU17497","k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__"
"OTU4235","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__; g__; s__"
"OTU14108","k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__"
"OTU17333","k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__EB1017; g__; s__"
"OTU5363","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__"
